model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 4 Series,2020.0,Semi-Auto,101.0,Petrol,145.0,39.2,,42194
 3 Series,2015.0,Semi-Auto,40781.0,Diesel,125.0,61.4,2.0,14995
 2 Series,2019.0,Semi-Auto,112.0,Petrol,145.0,47.9,2.0,23480
 X1,2016.0,,29863.0,Diesel,125.0,58.9,2.0,17261
 X3,2019.0,Automatic,5822.0,Petrol,,30.4,2.0,30480
 3 Series,2020.0,Semi-Auto,101.0,Diesel,145.0,50.4,2.0,28450
 M2,2019.0,Semi-Auto,4929.0,Petrol,150.0,29.1,3.0,44500
 1 Series,2018.0,Automatic,9877.0,Petrol,,37.2,1.5,15500
 3 Series,2020.0,Semi-Auto,1550.0,Diesel,145.0,50.4,2.0,32940
 3 Series,2017.0,Semi-Auto,48356.0,Diesel,30.0,,2.0,17991
 2 Series,2016.0,Semi-Auto,24790.0,Petrol,265.0,37.2,3.0,19500
 X2,2020.0,Semi-Auto,,Diesel,150.0,58.9,2.0,28490
 1 Series,2017.0,,9243.0,Petrol,145.0,52.3,1.5,14397
 3 Series,2016.0,Manual,101930.0,Diesel,,72.4,2.0,8695
 4 Series,2017.0,Automatic,51000.0,Diesel,30.0,65.7,2.0,15490
 3 Series,2016.0,Semi-Auto,26711.0,,160.0,51.4,3.0,19998
 X4,2015.0,Manual,39824.0,Diesel,160.0,52.3,,19500
 3 Series,2016.0,Manual,,Diesel,20.0,68.9,2.0,10200
 1 Series,2020.0,Semi-Auto,3422.0,Diesel,,48.7,2.0,29950
 6 Series,2017.0,Automatic,27828.0,Diesel,200.0,49.6,3.0,20500
 2 Series,2019.0,Semi-Auto,6052.0,Petrol,150.0,,2.0,24352
 1 Series,2017.0,Semi-Auto,30939.0,Diesel,30.0,65.7,2.0,14610
 5 Series,2019.0,Semi-Auto,5682.0,Diesel,,62.8,2.0,27440
 6 Series,2016.0,Semi-Auto,24600.0,Diesel,160.0,51.4,3.0,23595
 5 Series,2016.0,Automatic,,Diesel,,60.1,2.0,16440
 2 Series,2017.0,Semi-Auto,24442.0,Petrol,145.0,39.8,3.0,21726
 i3,2017.0,Automatic,,Hybrid,0.0,470.8,0.0,22495
 X3,2013.0,Automatic,71558.0,Diesel,160.0,50.4,2.0,12750
 5 Series,2017.0,Semi-Auto,42295.0,Diesel,145.0,60.1,2.0,22322
 1 Series,,Manual,39000.0,Petrol,125.0,53.3,1.5,11990
 3 Series,2005.0,Automatic,63000.0,Diesel,260.0,42.2,2.0,5678
 4 Series,2019.0,Automatic,10.0,Petrol,145.0,45.6,2.0,31980
 3 Series,2019.0,Semi-Auto,4568.0,Diesel,,52.3,2.0,28710
 4 Series,2019.0,Automatic,8675.0,Diesel,145.0,60.1,2.0,25850
 5 Series,2019.0,Semi-Auto,12209.0,Diesel,145.0,62.8,2.0,26000
 X1,2017.0,Semi-Auto,14063.0,Petrol,160.0,44.8,2.0,20975
 X3,2019.0,Semi-Auto,17355.0,Petrol,,,2.0,31000
 1 Series,2015.0,Manual,69000.0,Diesel,30.0,,2.0,10990
 X1,2014.0,Automatic,58599.0,Diesel,160.0,51.4,2.0,11499
 2 Series,2017.0,Manual,24216.0,Diesel,30.0,64.2,,15999
 1 Series,2018.0,Semi-Auto,20438.0,Petrol,145.0,55.5,1.5,14980
 2 Series,2017.0,Automatic,10000.0,Petrol,145.0,55.4,1.5,14750
 4 Series,2019.0,Semi-Auto,590.0,Diesel,145.0,47.9,3.0,37990
 X4,2015.0,Manual,70601.0,Diesel,160.0,52.3,2.0,17399
 X7,2019.0,Semi-Auto,1500.0,,150.0,33.6,3.0,64999
 X2,2019.0,Semi-Auto,1644.0,Petrol,,36.2,2.0,29343
 1 Series,2015.0,Semi-Auto,66471.0,Petrol,145.0,47.9,1.6,13440
 X1,2013.0,Manual,63000.0,Diesel,160.0,,2.0,8990
 X6,2019.0,Automatic,4331.0,Petrol,145.0,26.4,3.0,64652
 7 Series,2017.0,,25014.0,Diesel,145.0,57.6,3.0,25599
 1 Series,2012.0,Manual,45000.0,Diesel,145.0,56.5,2.0,10975
 2 Series,2019.0,Automatic,8092.0,Petrol,145.0,39.8,3.0,25660
 1 Series,2016.0,Semi-Auto,,Diesel,20.0,67.3,2.0,15690
 1 Series,2015.0,Automatic,,Petrol,235.0,37.7,3.0,13500
 3 Series,,Automatic,2121.0,Diesel,145.0,52.3,2.0,32400
 1 Series,2019.0,Manual,101.0,Diesel,145.0,70.6,1.5,21950
 3 Series,2017.0,Semi-Auto,32500.0,Diesel,150.0,64.2,2.0,18490
 X3,2016.0,Semi-Auto,20094.0,Diesel,145.0,54.3,2.0,21856
 1 Series,2015.0,Manual,42676.0,Diesel,,,2.0,12285
 X5,2016.0,Automatic,,Diesel,,47.1,3.0,32499
 1 Series,2012.0,Manual,60000.0,Petrol,145.0,49.6,1.6,7375
 3 Series,,Semi-Auto,,Diesel,200.0,49.6,3.0,26475
 4 Series,,Semi-Auto,48360.0,Diesel,,65.7,2.0,16395
 3 Series,2019.0,Semi-Auto,4314.0,Petrol,145.0,40.4,2.0,36990
 4 Series,2015.0,Semi-Auto,44800.0,,145.0,53.3,3.0,17995
 X3,2019.0,Automatic,12774.0,Diesel,145.0,54.3,2.0,34999
 1 Series,2017.0,Automatic,12952.0,Petrol,200.0,39.8,3.0,20299
 4 Series,2016.0,Automatic,24650.0,Diesel,,53.3,3.0,18475
 X3,2016.0,Semi-Auto,45142.0,Diesel,200.0,47.9,3.0,21950
 3 Series,2019.0,Semi-Auto,9522.0,Diesel,145.0,62.8,2.0,24450
 3 Series,2016.0,Semi-Auto,45341.0,Diesel,0.0,74.3,,13498
 X1,2013.0,Automatic,78661.0,Diesel,165.0,52.3,2.0,8790
 2 Series,2020.0,Semi-Auto,1086.0,Petrol,150.0,42.2,,27500
 5 Series,2015.0,Automatic,86000.0,Diesel,160.0,51.4,3.0,12990
 2 Series,2016.0,Semi-Auto,47385.0,Petrol,,47.1,2.0,16950
 X3,2013.0,Semi-Auto,47111.0,Diesel,160.0,50.4,2.0,14000
 X1,,Manual,18000.0,Diesel,125.0,58.9,2.0,17000
 4 Series,2016.0,Semi-Auto,59461.0,Diesel,30.0,,2.0,15500
 4 Series,2016.0,Semi-Auto,49922.0,Petrol,160.0,44.1,2.0,14070
 X1,2016.0,Manual,14300.0,Diesel,125.0,58.9,2.0,17998
 3 Series,2014.0,Manual,61000.0,Diesel,125.0,60.1,2.0,12995
 3 Series,2013.0,Automatic,86364.0,Diesel,145.0,55.4,,9999
 1 Series,2019.0,Automatic,123.0,Petrol,,48.7,2.0,20760
 4 Series,2017.0,Automatic,23312.0,Diesel,145.0,55.4,3.0,20999
 X4,2015.0,Semi-Auto,60059.0,Diesel,150.0,54.3,2.0,19990
 X4,2018.0,Semi-Auto,21694.0,Diesel,150.0,54.3,2.0,25980
 3 Series,2007.0,Manual,94000.0,Petrol,240.0,38.7,2.0,2375
 4 Series,2014.0,Semi-Auto,77209.0,Diesel,125.0,60.1,2.0,11870
 3 Series,2020.0,Semi-Auto,13.0,Petrol,150.0,42.2,2.0,26480
 3 Series,2019.0,Semi-Auto,7165.0,Petrol,145.0,41.5,2.0,28013
 2 Series,2018.0,Manual,19853.0,,150.0,64.2,,16980
 7 Series,2020.0,Semi-Auto,,Diesel,145.0,42.2,3.0,53000
 4 Series,2017.0,Semi-Auto,14465.0,Diesel,145.0,65.7,2.0,19494
 1 Series,2015.0,Manual,25640.0,Diesel,30.0,62.8,,14498
 5 Series,2019.0,Semi-Auto,4659.0,Diesel,,60.1,3.0,31480
 1 Series,2019.0,Manual,7169.0,Diesel,,72.4,,16450
 1 Series,,Manual,,Petrol,,41.5,1.5,23440
 4 Series,2019.0,Automatic,4429.0,Diesel,145.0,65.7,,24480
 1 Series,2017.0,Semi-Auto,25954.0,Petrol,150.0,39.8,3.0,21490
 5 Series,2019.0,Semi-Auto,3623.0,Diesel,145.0,65.7,2.0,26350
 3 Series,2019.0,Semi-Auto,8178.0,Petrol,145.0,,2.0,23790
 3 Series,2019.0,Semi-Auto,,Diesel,145.0,49.6,2.0,35998
 X6,2019.0,Automatic,,Diesel,,34.9,,58700
 1 Series,2017.0,Automatic,25000.0,Petrol,145.0,39.8,3.0,21972
 Z4,2020.0,Semi-Auto,4646.0,Petrol,145.0,38.7,2.0,29990
 X3,2016.0,Semi-Auto,63589.0,Diesel,,54.3,2.0,16998
 2 Series,2015.0,Manual,27562.0,Diesel,20.0,68.9,2.0,10706
 X2,2020.0,Semi-Auto,10.0,Petrol,145.0,42.8,1.5,30990
 1 Series,2017.0,Manual,23787.0,Diesel,0.0,83.1,1.5,11500
 3 Series,2012.0,Automatic,,Diesel,160.0,50.4,2.0,11500
 3 Series,2019.0,Automatic,4400.0,Diesel,145.0,52.3,2.0,31630
 X3,2020.0,Semi-Auto,101.0,Hybrid,135.0,5.5,2.0,52910
 1 Series,2019.0,Manual,,Diesel,,65.7,2.0,18498
 3 Series,2015.0,Automatic,33330.0,Diesel,125.0,60.1,2.0,14930
 4 Series,2016.0,Automatic,35376.0,,30.0,65.7,2.0,15500
 X1,2019.0,Automatic,9469.0,Diesel,145.0,60.1,2.0,24950
 4 Series,2016.0,Automatic,117230.0,Diesel,,65.7,2.0,12000
 2 Series,2018.0,Automatic,5193.0,Petrol,145.0,48.7,2.0,18216
 X1,2019.0,Semi-Auto,8521.0,Diesel,145.0,60.1,2.0,27990
 X2,2020.0,Semi-Auto,1500.0,Diesel,145.0,61.4,2.0,26780
 3 Series,2013.0,Manual,70000.0,Diesel,125.0,58.9,2.0,9975
 1 Series,2017.0,Semi-Auto,19479.0,Petrol,200.0,39.8,3.0,20998
 X1,2019.0,Automatic,9500.0,,,,2.0,31995
 X5,2019.0,Semi-Auto,11126.0,Diesel,145.0,37.7,3.0,47712
 4 Series,2017.0,Automatic,44558.0,Diesel,145.0,50.4,3.0,19970
 3 Series,2019.0,Automatic,123.0,Diesel,145.0,50.4,2.0,34370
 3 Series,2017.0,Manual,28772.0,Diesel,,60.1,2.0,18999
 3 Series,2014.0,Semi-Auto,,Diesel,,62.8,2.0,13252
 3 Series,2018.0,Automatic,11258.0,Diesel,145.0,64.2,2.0,21300
 3 Series,2019.0,Semi-Auto,3980.0,Petrol,145.0,34.9,3.0,40602
 1 Series,2014.0,Automatic,29432.0,Diesel,20.0,,2.0,9600
 X4,2018.0,Semi-Auto,4135.0,Diesel,145.0,37.2,3.0,40000
 3 Series,2017.0,Automatic,43703.0,Other,140.0,134.5,2.0,17950
 1 Series,2017.0,Semi-Auto,16761.0,,145.0,67.3,2.0,16800
 2 Series,2018.0,Semi-Auto,21815.0,,150.0,68.9,2.0,15995
 3 Series,2019.0,Automatic,4500.0,Diesel,,,2.0,32995
 1 Series,2019.0,Semi-Auto,100.0,Diesel,150.0,48.7,2.0,29000
 2 Series,2017.0,Manual,18234.0,Petrol,145.0,52.3,1.5,14000
 1 Series,2018.0,Manual,,Diesel,145.0,72.4,,12399
 3 Series,2013.0,Automatic,75000.0,Diesel,145.0,53.3,2.0,8990
 X1,2016.0,Semi-Auto,44000.0,Diesel,145.0,55.4,,16700
 X1,2016.0,Automatic,22595.0,Petrol,160.0,44.8,2.0,21390
 X3,,Automatic,5277.0,Diesel,145.0,,3.0,36490
 2 Series,2019.0,Manual,123.0,Petrol,145.0,52.3,1.5,23322
 X1,2018.0,Automatic,10923.0,,150.0,37.7,2.0,22900
 3 Series,2019.0,Automatic,8945.0,Diesel,145.0,43.5,3.0,39390
 X1,2015.0,Semi-Auto,21992.0,Diesel,160.0,52.3,2.0,15881
 2 Series,2019.0,Semi-Auto,6195.0,Petrol,145.0,47.9,2.0,20498
 1 Series,2015.0,Manual,31900.0,Diesel,30.0,62.8,2.0,14644
 1 Series,2019.0,Semi-Auto,4694.0,Diesel,150.0,57.7,1.5,23295
 3 Series,2018.0,Manual,12311.0,Diesel,150.0,62.8,2.0,17490
 1 Series,2016.0,Manual,,Petrol,30.0,56.5,1.5,9495
 4 Series,2019.0,Semi-Auto,11.0,Diesel,145.0,65.7,,23450
 M4,2019.0,Semi-Auto,5644.0,Petrol,145.0,34.0,3.0,44500
 i3,2016.0,Automatic,8421.0,Hybrid,0.0,470.8,0.0,19490
 3 Series,2012.0,Automatic,47000.0,Diesel,235.0,44.1,3.0,10990
 3 Series,2020.0,Semi-Auto,104.0,Petrol,150.0,40.4,2.0,32450
 X3,2019.0,Semi-Auto,6501.0,Diesel,,36.7,3.0,41980
 4 Series,2017.0,Semi-Auto,31250.0,Diesel,150.0,65.7,2.0,18980
 3 Series,,Automatic,41317.0,Diesel,20.0,74.3,,13969
 1 Series,2019.0,Automatic,,Diesel,145.0,51.4,2.0,26988
 X1,2013.0,Manual,63000.0,Diesel,160.0,51.4,2.0,8990
 1 Series,2015.0,Manual,21565.0,Diesel,30.0,64.2,2.0,11500
 4 Series,2015.0,Manual,78217.0,Diesel,30.0,67.3,2.0,11570
 2 Series,2018.0,Manual,14228.0,Petrol,,52.3,,15199
 X1,2017.0,Semi-Auto,32286.0,Diesel,145.0,55.4,2.0,19981
 1 Series,2014.0,Manual,75924.0,Diesel,30.0,,2.0,9099
 5 Series,2016.0,Semi-Auto,74836.0,Diesel,200.0,47.9,3.0,19495
 5 Series,2019.0,Semi-Auto,3445.0,Diesel,,60.1,2.0,28980
 5 Series,2016.0,Semi-Auto,45356.0,Diesel,,51.4,3.0,18385
 3 Series,2019.0,Semi-Auto,2307.0,Diesel,145.0,65.7,2.0,25330
 2 Series,,Automatic,21284.0,Petrol,145.0,48.7,2.0,16512
 2 Series,2015.0,Semi-Auto,16073.0,Diesel,125.0,61.4,2.0,14750
 2 Series,2019.0,Automatic,6375.0,Diesel,,61.4,2.0,23898
 X3,2016.0,Manual,72070.0,,,52.3,2.0,15500
 X5,2020.0,Semi-Auto,150.0,Diesel,150.0,33.6,3.0,63295
 1 Series,2019.0,Semi-Auto,10672.0,Diesel,145.0,,2.0,17980
 3 Series,2020.0,Semi-Auto,2000.0,Diesel,145.0,52.3,2.0,34875
 1 Series,2018.0,Automatic,10058.0,Petrol,145.0,37.2,1.5,15000
 1 Series,2017.0,Manual,65681.0,,20.0,,,9400
 5 Series,2019.0,Automatic,20789.0,Petrol,145.0,,2.0,21000
 4 Series,,Manual,21324.0,Petrol,200.0,,2.0,15331
 X1,2016.0,Semi-Auto,32603.0,Diesel,125.0,60.1,2.0,19572
 3 Series,2016.0,Automatic,45587.0,Diesel,145.0,53.3,3.0,16899
 X1,2019.0,Manual,4649.0,,145.0,68.9,2.0,23980
 1 Series,2013.0,Automatic,33000.0,Diesel,30.0,64.2,2.0,11999
 X6,2016.0,Semi-Auto,25684.0,Petrol,570.0,25.4,4.4,44160
 4 Series,2016.0,Semi-Auto,10000.0,Diesel,160.0,52.3,3.0,21898
 X1,2020.0,Semi-Auto,5000.0,Diesel,150.0,47.9,2.0,34999
 X5,,Automatic,,Diesel,200.0,47.1,3.0,23800
 2 Series,2019.0,Semi-Auto,9.0,Diesel,145.0,62.8,2.0,23940
 1 Series,2018.0,Automatic,8404.0,,150.0,37.2,1.5,15750
 5 Series,2019.0,Semi-Auto,5000.0,Petrol,,48.7,2.0,28990
 5 Series,2017.0,Automatic,14295.0,Diesel,145.0,55.4,2.0,22998
 3 Series,2019.0,Semi-Auto,3437.0,,145.0,41.5,2.0,37995
 5 Series,2018.0,Semi-Auto,28399.0,Petrol,150.0,39.2,3.0,29995
 1 Series,2019.0,Manual,8543.0,Diesel,145.0,70.6,1.5,22750
 5 Series,2014.0,Automatic,59000.0,Diesel,125.0,57.6,2.0,12490
 3 Series,2018.0,Manual,37025.0,Diesel,150.0,67.3,2.0,16195
 5 Series,2017.0,Automatic,24212.0,Diesel,125.0,60.1,,17000
 1 Series,2014.0,Manual,61490.0,Petrol,145.0,50.4,1.6,9250
 2 Series,2019.0,Manual,7367.0,Petrol,145.0,40.4,1.5,18500
 1 Series,2014.0,Manual,61500.0,Diesel,30.0,62.8,2.0,10998
 X1,,Automatic,2984.0,Diesel,145.0,60.1,2.0,25500
 X3,2019.0,Semi-Auto,9330.0,Diesel,150.0,36.7,3.0,40990
 2 Series,2019.0,Manual,123.0,Petrol,,52.3,1.5,22646
 1 Series,2018.0,Manual,,Diesel,145.0,65.7,2.0,15499
 X1,2012.0,Manual,130000.0,,,51.4,2.0,5994
 1 Series,2019.0,Automatic,123.0,Diesel,145.0,51.4,2.0,27410
 3 Series,2015.0,Manual,42831.0,Diesel,20.0,68.9,2.0,11699
 2 Series,2020.0,Semi-Auto,2986.0,Petrol,145.0,36.2,2.0,34000
 1 Series,2016.0,Manual,,Diesel,0.0,83.1,1.5,8800
 4 Series,2016.0,Automatic,37032.0,Diesel,125.0,58.9,2.0,17785
 4 Series,2019.0,Automatic,8016.0,Diesel,145.0,60.1,2.0,25000
 5 Series,2012.0,Automatic,,Diesel,160.0,49.6,3.0,12990
 3 Series,2018.0,Semi-Auto,,Diesel,145.0,60.1,2.0,18500
 2 Series,2019.0,Manual,,Petrol,145.0,52.3,1.5,22646
 M4,2019.0,Semi-Auto,152.0,Petrol,,34.0,,43480
 2 Series,2015.0,Manual,70000.0,Petrol,,53.3,1.5,10982
 7 Series,2019.0,Semi-Auto,9931.0,Diesel,145.0,44.1,3.0,42990
 M2,2019.0,Automatic,999.0,Petrol,145.0,29.1,3.0,46995
 2 Series,2019.0,Automatic,5000.0,Petrol,145.0,,,25500
 3 Series,2016.0,Automatic,31499.0,Diesel,145.0,54.3,3.0,16212
 2 Series,2019.0,Manual,5500.0,,145.0,42.8,1.5,18980
 4 Series,2019.0,Automatic,5000.0,Petrol,145.0,41.5,3.0,32880
 2 Series,2015.0,Automatic,52541.0,Diesel,125.0,57.6,2.0,13700
 2 Series,,Semi-Auto,42026.0,,145.0,48.7,2.0,14995
 X2,2019.0,Semi-Auto,4724.0,Diesel,145.0,58.9,2.0,27000
 5 Series,2019.0,Semi-Auto,3102.0,Petrol,145.0,50.4,2.0,28000
 M5,2018.0,Automatic,5856.0,Petrol,145.0,26.9,4.4,61792
 Z4,2014.0,Automatic,44027.0,Petrol,200.0,41.5,2.0,13499
 5 Series,2016.0,Manual,94419.0,Diesel,,,2.0,10117
 1 Series,2017.0,Manual,40160.0,Diesel,30.0,62.8,2.0,12800
 X2,2019.0,Automatic,3740.0,Petrol,145.0,34.0,2.0,31970
 X6,2019.0,Semi-Auto,7200.0,Diesel,145.0,33.2,,64900
 1 Series,2015.0,Manual,83000.0,Diesel,20.0,68.9,2.0,7490
 3 Series,2017.0,Automatic,40244.0,Diesel,30.0,64.2,2.0,15350
 3 Series,2019.0,Automatic,6272.0,Diesel,145.0,48.7,,30850
 1 Series,2016.0,Manual,40428.0,Diesel,0.0,78.5,,10499
 X6,2019.0,Semi-Auto,2018.0,Petrol,145.0,26.4,3.0,58480
 X2,2019.0,Semi-Auto,,Diesel,145.0,61.4,,29490
 2 Series,2017.0,Semi-Auto,18847.0,Petrol,150.0,,1.5,13990
 1 Series,2019.0,Semi-Auto,6377.0,,150.0,39.8,3.0,24990
 1 Series,2010.0,Manual,60000.0,Diesel,,,2.0,6275
 X3,2015.0,Semi-Auto,43626.0,Diesel,150.0,54.3,2.0,17994
 3 Series,2018.0,Automatic,42967.0,Petrol,150.0,48.7,2.0,18990
 5 Series,2017.0,Automatic,38538.0,Diesel,125.0,60.1,2.0,16000
 4 Series,2019.0,Semi-Auto,3516.0,Petrol,145.0,48.7,2.0,25490
 4 Series,2019.0,Automatic,101.0,Petrol,145.0,48.7,2.0,25950
 1 Series,2019.0,Manual,2771.0,Petrol,150.0,41.5,1.5,26995
 X2,2019.0,Semi-Auto,3616.0,Diesel,145.0,61.4,2.0,24890
 X1,2019.0,Semi-Auto,5642.0,Petrol,145.0,37.7,2.0,32940
 1 Series,2019.0,Semi-Auto,4539.0,Diesel,145.0,,2.0,18990
 2 Series,2020.0,Automatic,5000.0,,145.0,47.9,2.0,26988
 X5,2016.0,Automatic,46085.0,Diesel,,47.1,,28995
 3 Series,2018.0,Automatic,9200.0,Petrol,145.0,48.7,2.0,20940
 1 Series,2019.0,Semi-Auto,,Diesel,145.0,70.6,,17898
 4 Series,2018.0,Semi-Auto,19447.0,Diesel,145.0,65.7,2.0,21064
 X2,2019.0,Semi-Auto,2724.0,Petrol,145.0,,2.0,27890
 X1,2014.0,Semi-Auto,65912.0,,165.0,52.3,2.0,12901
 3 Series,2018.0,Semi-Auto,16969.0,Petrol,150.0,48.7,2.0,20875
 1 Series,2019.0,,1214.0,,145.0,51.4,2.0,27000
 X1,2019.0,Semi-Auto,8989.0,Diesel,,60.1,2.0,25990
 3 Series,2016.0,Semi-Auto,28897.0,Diesel,145.0,,3.0,17498
 X5,2019.0,Automatic,,Diesel,145.0,36.7,3.0,44995
 2 Series,2015.0,Semi-Auto,23742.0,Petrol,125.0,51.4,1.5,15882
 5 Series,,Automatic,19486.0,,135.0,156.9,2.0,25450
 X1,2018.0,Manual,27041.0,Diesel,150.0,68.9,,16470
 3 Series,2020.0,Manual,18.0,Diesel,145.0,,2.0,23990
 3 Series,2019.0,Automatic,,Diesel,,54.3,2.0,29450
 5 Series,2012.0,Automatic,48417.0,Diesel,125.0,,2.0,9990
 3 Series,2018.0,Semi-Auto,40500.0,Petrol,145.0,48.7,2.0,17899
 M4,2019.0,Automatic,123.0,Petrol,145.0,34.0,3.0,41490
 X4,2019.0,Semi-Auto,10.0,Diesel,145.0,40.9,3.0,40990
 5 Series,2019.0,Semi-Auto,7554.0,Petrol,150.0,,2.0,25995
 3 Series,2019.0,Semi-Auto,6093.0,Diesel,150.0,48.7,2.0,28980
 2 Series,2019.0,Automatic,,Petrol,145.0,40.9,1.5,21850
 3 Series,2015.0,Automatic,69820.0,Petrol,145.0,48.7,2.0,13260
 1 Series,2017.0,Manual,62495.0,Diesel,145.0,78.5,1.5,11099
 5 Series,2011.0,Automatic,74000.0,Diesel,145.0,53.3,2.0,9975
 5 Series,2017.0,Semi-Auto,15335.0,Diesel,,65.7,2.0,24470
 3 Series,2019.0,Manual,3238.0,Diesel,145.0,64.2,2.0,24950
 5 Series,2017.0,Automatic,43503.0,Diesel,145.0,53.3,3.0,27495
 5 Series,2017.0,Automatic,83352.0,Diesel,145.0,65.7,2.0,18220
 3 Series,,Manual,85515.0,Diesel,20.0,,2.0,10000
 Z4,2019.0,Automatic,2200.0,Petrol,145.0,37.2,2.0,31600
 1 Series,2018.0,Automatic,4666.0,Petrol,145.0,,,23499
 2 Series,2019.0,Semi-Auto,4789.0,Petrol,145.0,46.3,2.0,26830
 4 Series,2016.0,Manual,,,125.0,57.6,2.0,17999
 5 Series,2014.0,Automatic,60389.0,Diesel,145.0,55.4,2.0,14717
 X1,2019.0,Manual,5322.0,Petrol,,51.4,1.5,24899
 X1,2016.0,Manual,28999.0,Diesel,125.0,,2.0,17400
 M3,2015.0,,37249.0,Petrol,300.0,34.0,3.0,34269
 1 Series,2018.0,Manual,12139.0,Petrol,150.0,36.2,3.0,23491
 5 Series,2006.0,Automatic,97000.0,Petrol,565.0,,2.5,4290
 1 Series,2016.0,Manual,42964.0,Diesel,20.0,70.6,1.5,11891
 7 Series,2018.0,Semi-Auto,17192.0,Petrol,,35.3,,36450
 1 Series,2017.0,Manual,10966.0,Diesel,150.0,65.7,2.0,15698
 Z4,,Automatic,3644.0,Petrol,145.0,38.7,2.0,31488
 X1,2017.0,Semi-Auto,4645.0,Petrol,150.0,44.8,2.0,24995
 X1,2017.0,Automatic,45915.0,Petrol,165.0,44.8,,17800
 3 Series,2016.0,Automatic,43527.0,Diesel,125.0,60.1,2.0,15999
 M4,2017.0,Manual,,Petrol,330.0,32.1,3.0,35995
 1 Series,2019.0,Manual,1947.0,Petrol,145.0,41.5,1.5,24280
 1 Series,2017.0,Manual,23552.0,,145.0,72.4,1.5,14780
 2 Series,2016.0,Manual,32878.0,Petrol,125.0,52.3,1.5,11999
 3 Series,2015.0,Automatic,51344.0,Diesel,165.0,,3.0,15300
 2 Series,2016.0,Manual,29370.0,Petrol,125.0,53.3,1.5,14880
 Z4,2020.0,Semi-Auto,1000.0,,145.0,38.7,2.0,31980
 3 Series,2017.0,Semi-Auto,61610.0,Petrol,150.0,48.7,2.0,15290
 X5,2019.0,Semi-Auto,,Diesel,145.0,37.7,3.0,48602
 3 Series,2017.0,Automatic,28000.0,Diesel,205.0,49.6,3.0,24995
 X2,,Semi-Auto,5321.0,Diesel,150.0,50.4,2.0,28780
 X4,2015.0,Automatic,26722.0,Diesel,205.0,47.9,3.0,21800
 5 Series,2014.0,Semi-Auto,73837.0,,160.0,51.4,3.0,13990
 X1,2018.0,Automatic,2500.0,Petrol,,46.3,1.5,21995
 5 Series,2017.0,Automatic,,Diesel,145.0,53.3,3.0,23920
 X3,2016.0,Automatic,44950.0,Diesel,200.0,47.1,3.0,20850
 2 Series,2015.0,Semi-Auto,27494.0,Diesel,20.0,68.9,2.0,11837
 X5,2017.0,Automatic,10.0,Diesel,,,3.0,55990
 2 Series,2019.0,Semi-Auto,6050.0,,150.0,50.4,1.5,20840
 X5,2020.0,Automatic,5000.0,Diesel,145.0,37.7,3.0,53988
 X6,2019.0,Automatic,8480.0,Diesel,150.0,34.9,3.0,57000
 2 Series,2019.0,Automatic,6300.0,Hybrid,135.0,113.0,,29990
 X5,2015.0,Automatic,48000.0,Diesel,,47.1,,24990
 1 Series,2015.0,Automatic,94000.0,Diesel,30.0,62.8,2.0,9991
 7 Series,2017.0,Semi-Auto,14550.0,Petrol,145.0,35.3,4.4,35495
 3 Series,2016.0,Automatic,20793.0,Diesel,145.0,56.5,3.0,17647
 X3,2016.0,Automatic,,Diesel,145.0,54.3,2.0,17600
 2 Series,,Automatic,2728.0,Petrol,145.0,50.4,2.0,21980
 M5,2019.0,Semi-Auto,4200.0,Petrol,150.0,26.9,4.4,62898
 1 Series,2019.0,Manual,10.0,Diesel,145.0,70.6,1.5,23450
 X7,2020.0,Semi-Auto,8695.0,Diesel,150.0,31.4,,71980
 i3,2017.0,Automatic,26965.0,Hybrid,140.0,470.8,,19980
 X3,2019.0,Automatic,6332.0,,145.0,54.3,2.0,30980
 5 Series,2020.0,Semi-Auto,,Petrol,150.0,50.4,2.0,26990
 1 Series,2017.0,Semi-Auto,24008.0,Petrol,145.0,55.5,1.5,14698
 1 Series,2017.0,Manual,29227.0,Petrol,125.0,53.3,,11850
 2 Series,2016.0,,,Diesel,0.0,,1.5,8498
 5 Series,2019.0,Semi-Auto,1800.0,,145.0,,2.0,34990
 3 Series,2019.0,Automatic,14590.0,Diesel,145.0,52.3,2.0,27999
 X1,2019.0,Manual,1000.0,Diesel,145.0,68.9,2.0,24680
 3 Series,2015.0,Automatic,89343.0,Diesel,30.0,62.8,2.0,9000
 X6,2020.0,Semi-Auto,2950.0,Diesel,150.0,34.9,3.0,49975
 4 Series,2019.0,,4900.0,Petrol,145.0,48.7,2.0,27950
 Z4,2020.0,Semi-Auto,13.0,Petrol,145.0,38.7,2.0,29490
 7 Series,2018.0,Semi-Auto,7123.0,Diesel,,52.3,3.0,42000
 4 Series,2020.0,Semi-Auto,101.0,Diesel,,49.6,3.0,38000
 1 Series,2017.0,Automatic,47477.0,Diesel,145.0,65.7,2.0,13500
 X1,2017.0,Automatic,34959.0,Petrol,150.0,,2.0,19488
 3 Series,2015.0,Manual,43574.0,Petrol,200.0,39.8,2.0,15990
 5 Series,2019.0,Semi-Auto,,Diesel,145.0,65.7,2.0,28800
 4 Series,2016.0,Manual,,Petrol,200.0,43.5,2.0,19000
 3 Series,2010.0,Manual,156800.0,Diesel,125.0,58.9,2.0,3800
 X5,2019.0,Semi-Auto,7324.0,Diesel,145.0,,3.0,48422
